name,number,email,website,category,url
Birchmount Veterinary Clinic,416-752-6048,,,"Pet Shop 寵物店, Veterinarians 獸醫",https://www.canadayp.ca/scarborough/local-business/birchmount-veterinary-clinic
Birchwood Walk-in Clinic,416-499-4499,,,Family Doctors 家庭醫生,https://www.canadayp.ca/scarborough/local-business/birchwood-walk-in-clinic
Bridlegrove Day Care,416-497-7667,,,"Child Care Services 兒童看護, Baby Sitting 托兒服務",https://www.canadayp.ca/scarborough/local-business/bridlegrove-day-care
Bruce Campbell Valentine Video Production,416-694-1434,,,"Wedding Studio 婚紗攝影, Photo Center 影樓錄影, Photographers 攝影師",https://www.canadayp.ca/scarborough/local-business/bruce-campbell-valentine-video-production
BT Digital Cellphones & Accessories,416-292-9236,,,"Telecommunications Equipments 電訊設備, Telecommunications Agents 電訊代理",https://www.canadayp.ca/scarborough/local-business/bt-digital-cellphones-accessories
Building Control & Associates Inc,416-726-9836,,,Community Organization 社區團體,https://www.canadayp.ca/scarborough/local-business/building-control-associates-inc-15037
Calabria Bakery,416-755-1175,,,"Bakery Shops 麵包店, Cake and Pastry Retail 西式糕餅零售, Cake Shop 西餅店, Cake and Pastry Retail and Wholesale 西式糕餅零售及批發, Cake and Pastry Wholesale 西式糕餅批發",https://www.canadayp.ca/scarborough/local-business/calabria-bakery
Canadian Liver Foundation,416-491-3353,,,Community Organization 社區團體,https://www.canadayp.ca/scarborough/local-business/canadian-liver-foundation
Canlan Ice Sports,416-412-0404,,,Extra Curricular Activities 課外活動,https://www.canadayp.ca/scarborough/local-business/canlan-ice-sports
CanNet Computering,416-293-5233,,,"Computer Set Up 電腦裝配, Computer Stores 電腦零售, Computer Repair 電腦維修, Computer Assessories Stores 電腦配件",https://www.canadayp.ca/scarborough/local-business/cannet-computering
Car Enthusiast Ltd,416-335-3105,,,"Car Dealer 汽車經銷商, Car Leasing 汽車租賃",https://www.canadayp.ca/scarborough/local-business/car-enthusiast-ltd
casket depot 棺木及骨灰盒銷售,416-321-5688,,,Funeral Services 殯儀墓園,https://www.canadayp.ca/scarborough/local-business/casket-depot-棺木及骨灰盒銷售
Cece Sushi,416-301-6680,,,"Japanese Restaurants 日本餐館, Restaurants Japanese 日本餐館",https://www.canadayp.ca/scarborough/local-business/cece-sushi
Centennial College,416-289-5300,,,College 學院,https://www.canadayp.ca/scarborough/local-business/centennial-college
Central Pet Canada Inc,416-750-0277,,,Pet Shop 寵物店,https://www.canadayp.ca/scarborough/local-business/central-pet-canada-inc
Channel Wireless - Fido,416-292-0011,,,"Telecommunications Equipments 電訊設備, Telecommunications Agents 電訊代理",https://www.canadayp.ca/scarborough/local-business/channel-wireless-fido
"Choi, E. Yong, Dr., BSc., DDS",416-751-0106,,,Dentist 牙醫診所,https://www.canadayp.ca/scarborough/local-business/choi-e-yong-dr-bsc-dds
Chrysler Eastway Plymouth Limited,416-264-2501,,,"Car Dealer 汽車經銷商, Car Leasing 汽車租賃",https://www.canadayp.ca/scarborough/local-business/chrysler-eastway-plymouth-limited
CHUNICA Association Inc. 中美加法律服務中心,416-335-0425,,,Lawyers 法律公證,https://www.canadayp.ca/scarborough/local-business/chunica-association-inc-中美加法律服務中心
CINDY發型設計,647-831-8368,,,Hair Salons 髮型屋,https://www.canadayp.ca/scarborough/local-business/cindy發型設計
Cineplex Odeon,416-752-4494,,,Cinema and Theatre 電影院劇院,https://www.canadayp.ca/scarborough/local-business/cineplex-odeon
City Optical Systems Inc,416-750-2489,,,Optical Shop 眼鏡驗眼,https://www.canadayp.ca/scarborough/local-business/city-optical-systems-inc
C.P. Lo Health Centre Inc,416-335-4630,,,Chinese Medicine Practitioners 中醫診所,https://www.canadayp.ca/scarborough/local-business/cp-lo-health-centre-inc
Crazy Joe's Drapery,416-752-7530,,,Curtains and Blinds 窗簾及百葉簾,https://www.canadayp.ca/scarborough/local-business/crazy-joes-drapery
Criminal Law Office,416-293-0365,,,Lawyers 法律公證,https://www.canadayp.ca/scarborough/local-business/criminal-law-office
Crockford Truck Wash,416-752-8232,,,Car Repair 汽車維修,https://www.canadayp.ca/scarborough/local-business/crockford-truck-wash
CTV Inc,416-332-5000,,,Television Broadcasting 電視台,https://www.canadayp.ca/scarborough/local-business/ctv-inc
Danier,416-751-4083,,,Boutiques 時裝店,https://www.canadayp.ca/scarborough/local-business/danier
Deer Garden Signatures Scarborough鹿園魚湯米線 (士嘉堡分店),416-609-2888,,,"Noodle 麵店, Chinese Style Snack Shop 中式小食店",https://www.canadayp.ca/scarborough/local-business/deer-garden-signatures-scarborough鹿園魚湯米線-28士嘉堡分店29
"Design & Contracting Ltd., Designs & Renovations",416-292-7315,,,"Renovations 裝修, Renovations Design 裝修設計工程",https://www.canadayp.ca/scarborough/local-business/design-contracting-ltd-designs-renovations
Desire,416-321-9311,,,Boutiques 時裝店,https://www.canadayp.ca/scarborough/local-business/desire
Discount Car & Truck Rentals,416-288-9798,,,Car Rental 租車服務,https://www.canadayp.ca/scarborough/local-business/discount-car-truck-rentals
Ditchling Corp Ltd,416-264-3497,,,Pest Control 滅蟲滅鼠,https://www.canadayp.ca/scarborough/local-business/ditchling-corp-ltd
DK STUDIO 室內設計,647-408-8000,,,"Design 平面設計, Renovations 裝修, Renovations Design 裝修設計工程",https://www.canadayp.ca/scarborough/local-business/dk-studio-室內設計
Doris Shoes,416-265-1699,,,Boutiques 時裝店,https://www.canadayp.ca/scarborough/local-business/doris-shoes
Doucette Roofing,416-321-2273,,,Roofing 屋頂,https://www.canadayp.ca/scarborough/local-business/doucette-roofing
"Dr Au, Andrew",416-817-1898,,,Family Doctors 家庭醫生,https://www.canadayp.ca/scarborough/local-business/dr-au-andrew
"Dr Foong, Alan W.L.",416-751-0465,,,Family Doctors 家庭醫生,https://www.canadayp.ca/scarborough/local-business/dr-foong-alan-wl
"Dr Guirgis, Hany  M.D., F.R.C.S.",416-293-5511,,,Family Doctors 家庭醫生,https://www.canadayp.ca/scarborough/local-business/dr-guirgis-hany-md-frcs
"Dr Kakar, R.",416-298-2090,,,Family Doctors 家庭醫生,https://www.canadayp.ca/scarborough/local-business/dr-kakar-r
"Dr KATIE, 身心按摩治療診所",647-436-8778,,,"Acupressure 推拿足療, Acupuncture 針灸治療",https://www.canadayp.ca/scarborough/local-business/dr-katie-身心按摩治療診所
Dr Kenneth Lee Choi,416-321-5667,,,Family Doctors 家庭醫生,https://www.canadayp.ca/scarborough/local-business/dr-kenneth-lee-choi
"Dr Kwong, Billy S.P.",416-297-9225,,,Family Doctors 家庭醫生,https://www.canadayp.ca/scarborough/local-business/dr-kwong-billy-sp
"Dr Li, B.",416-266-4543,,,Family Doctors 家庭醫生,https://www.canadayp.ca/scarborough/local-business/dr-li-b
"Dr Lin, G.Y.",416-750-7175,,,Dentist 牙醫診所,https://www.canadayp.ca/scarborough/local-business/dr-lin-gy
Dr. Luo 皇朝中醫,416-850-3088,,,Chinese Medicine Practitioners 中醫診所,https://www.canadayp.ca/scarborough/local-business/dr-luo-皇朝中醫
Dr Sham or Molly假牙服務,416-616-1023,,,Dentist 牙醫診所,https://www.canadayp.ca/scarborough/local-business/dr-sham-or-molly假牙服務
"Dr Tai, Chi Chia E.",416-754-2022,,,Dentist 牙醫診所,https://www.canadayp.ca/scarborough/local-business/dr-tai-chi-chia-e
"Dr Wong, Andrew C",416-321-1232,,,Family Doctors 家庭醫生,https://www.canadayp.ca/scarborough/local-business/dr-wong-andrew-c
Dr 洗牙醫Sky Dental天美牙科,416-640-0386,,,Dentist 牙醫診所,https://www.canadayp.ca/scarborough/local-business/dr-洗牙醫sky-dental天美牙科
Dr.Wu仲景堂中醫診所,416-824-8138,,,Chinese Medicine Practitioners 中醫診所,https://www.canadayp.ca/scarborough/local-business/drwu仲景堂中醫診所
Eclipse Beauty,416-335-8182,,,Boutiques 時裝店,https://www.canadayp.ca/scarborough/local-business/eclipse-beauty
Electrolite Enterprises,416-285-9990,,,Lighting 燈飾照明,https://www.canadayp.ca/scarborough/local-business/electrolite-enterprises
Elite Flooring,416-755-1088,,,Flooring 地板樓梯,https://www.canadayp.ca/scarborough/local-business/elite-flooring
Eukya Canada Inc,416-335-3686,,,Kitchenware 廚具爐頭,https://www.canadayp.ca/scarborough/local-business/eukya-canada-inc
Excimer Laser Surgery & Lasik Cataract Surgery,416-284-0289,,,Family Doctors 家庭醫生,https://www.canadayp.ca/scarborough/local-business/excimer-laser-surgery-lasik-cataract-surgery
ExpoSystems Canada,416-291-2932,,,"Renovations 裝修, Renovations Design 裝修設計工程",https://www.canadayp.ca/scarborough/local-business/exposystems-canada
Fashion Flowers 喪葬花卉服務,416-609-8588,,,Funeral Services 殯儀墓園,https://www.canadayp.ca/scarborough/local-business/fashion-flowers-喪葬花卉服務
Food Equipment Depot,416-232-0232,,,Kitchenware 廚具爐頭,https://www.canadayp.ca/scarborough/local-business/food-equipment-depot
Ford Lincoln銷售 大量二手新車寶馬奔馳奧迪,647-967-8860,,,"Car Dealer 汽車經銷商, Car Leasing 汽車租賃",https://www.canadayp.ca/scarborough/local-business/ford-lincoln銷售-大量二手新車寶馬奔馳奧迪
GAGA Electronics Services,416-887-9059,,,"Electronics Equipment 家電設備, Electrical Repair and Maintenance 電器維修",https://www.canadayp.ca/scarborough/local-business/gaga-electronics-services
Galleon Sportswear Inc,416-412-0590,,,Sports Accessories 運動用品,https://www.canadayp.ca/scarborough/local-business/galleon-sportswear-inc
Gary Kent Golf Instruction,416-402-7171,,,Golf 高爾夫,https://www.canadayp.ca/scarborough/local-business/gary-kent-golf-instruction
Good Gear Corp,416-493-6328,,,Boutiques 時裝店,https://www.canadayp.ca/scarborough/local-business/good-gear-corp
Graffiticube Studios Inc,416-281-9068,,,Website Design 網站設計,https://www.canadayp.ca/scarborough/local-business/graffiticube-studios-inc
Hamper's Jeanswear Centre,416-751-1465,,,Boutiques 時裝店,https://www.canadayp.ca/scarborough/local-business/hampers-jeanswear-centre
Health Care Pharmacy,416-289-2822,,,Phamacy 西藥店,https://www.canadayp.ca/scarborough/local-business/health-care-pharmacy
Health Gourmet 食全食美,647-260-5555,,,"Chinese Restaurants 酒樓飯店, Restaurants Chinese Style 酒樓飯店",https://www.canadayp.ca/scarborough/local-business/health-gourmet-食全食美
Herman Sellers Gough,416-614-7785,,,Boutiques 時裝店,https://www.canadayp.ca/scarborough/local-business/herman-sellers-gough
Home Comforts Emporium Inc,416-298-3899,,,Furniture 傢俱,https://www.canadayp.ca/scarborough/local-business/home-comforts-emporium-inc
Home Depot,416-609-1800,,,Hardware Tools 五金工具,https://www.canadayp.ca/scarborough/local-business/home-depot
Homerama Adult Video,416-267-4506,,,Video Shop 影視店,https://www.canadayp.ca/scarborough/local-business/homerama-adult-video
Honda Roadsport,416-291-9501,,,"Car Dealer 汽車經銷商, Car Leasing 汽車租賃",https://www.canadayp.ca/scarborough/local-business/honda-roadsport
Hunter’s Pizza,(416) 291-6340,,,Pizza Restaurants 薄餅店,https://www.canadayp.ca/scarborough/local-business/hunter’s-pizza
Ian Martin Limited,416-439-6400,,,Employment Agencies 職業介绍所,https://www.canadayp.ca/scarborough/local-business/ian-martin-limited
IBeauty光電美容中心,416-321-5186,,,"Beauty Products 美容化妝, Laser and Lasik 激光治療, Beauty Salon 美容院",https://www.canadayp.ca/scarborough/local-business/ibeauty光電美容中心
ICC錄音室     Ivy,416-566-6251,,,Karaoke 卡拉OK,https://www.canadayp.ca/scarborough/local-business/icc錄音室--ivy
Ink-Tech,416-840-0072,,,Office Equipment and Accessories 辦公室設備,https://www.canadayp.ca/scarborough/local-business/ink-tech
Inkjetmart,416-321-6406,,,Office Equipment and Accessories 辦公室設備,https://www.canadayp.ca/scarborough/local-business/inkjetmart
Interbrake Auto Parts Inc,416-293-3223,,,Tires and Accessories 汽車輪胎及配件,https://www.canadayp.ca/scarborough/local-business/interbrake-auto-parts-inc
Island Inkjet,416-298-0159,,,"Computer Set Up 電腦裝配, Computer Stores 電腦零售, Computer Repair 電腦維修, Computer Assessories Stores 電腦配件",https://www.canadayp.ca/scarborough/local-business/island-inkjet
ISO Machines & Tools,416-299-4819,,,Hardware Tools 五金工具,https://www.canadayp.ca/scarborough/local-business/iso-machines-tools
J & K Salon,416-293-8933,,,Hair Salons 髮型屋,https://www.canadayp.ca/scarborough/local-business/j-k-salon
Jane Harvey Lawyers,416-296-1607,,,Lawyers 法律公證,https://www.canadayp.ca/scarborough/local-business/jane-harvey-lawyers
JBox DVD Anime,416-293-0388,,,Electronics Equipment 家電設備,https://www.canadayp.ca/scarborough/local-business/jbox-dvd-anime
John's Tire Sales & Service,416-281-0111,,,Tires and Accessories 汽車輪胎及配件,https://www.canadayp.ca/scarborough/local-business/johns-tire-sales-service
Kanada Glass & Windows Ltd,416-299-9436,,,"Bathroom Equipment and Accessories 浴室潔具, Glass 玻璃門窗, Windows 門窗",https://www.canadayp.ca/scarborough/local-business/kanada-glass-windows-ltd
Kazu Hair Design,416-299-9333,,,Hair Salons 髮型屋,https://www.canadayp.ca/scarborough/local-business/kazu-hair-design
Kel Design,416-293-7800,,,"Design 平面設計, Renovations Design 裝修設計工程",https://www.canadayp.ca/scarborough/local-business/kel-design
KIA Scarboro,1-800-520-2379,,,"Car Dealer 汽車經銷商, Car Leasing 汽車租賃",https://www.canadayp.ca/scarborough/local-business/kia-scarboro
Laser Therapy Health Centre,416-790-9360,,,"Acupressure 推拿足療, Acupuncture 針灸治療",https://www.canadayp.ca/scarborough/local-business/laser-therapy-health-centre-16348
LCBO,416-291-1638,,,Tobacco煙草,https://www.canadayp.ca/scarborough/local-business/lcbo
LCBO,416-497-2253,,,Tobacco煙草,https://www.canadayp.ca/scarborough/local-business/lcbo-8246
LCBO,416-759-5392,,,Tobacco煙草,https://www.canadayp.ca/scarborough/local-business/lcbo-8253
Learna Computer-Based Education Centres,416-269-2762,,,Montessori 幼兒園,https://www.canadayp.ca/scarborough/local-business/learna-computer-based-education-centres
Li Chen Insurance,416-571-7219,,,"Insurance 保險公司, Car Insurance 汽車保險",https://www.canadayp.ca/scarborough/local-business/li-chen-insurance
Long & Mcquade Musical Instruments,416-439-8001,,,"Interest Classes 興趣班, Musical Instrument Shop 樂器樂譜, Piano Shop 琴行, Extra Curricular Activities 課外活動",https://www.canadayp.ca/scarborough/local-business/long-mcquade-musical-instruments
Maple Yip Seafood 陸羽海鮮酒家,416-297-1438,,,"Chinese Restaurants 酒樓飯店, Restaurants Chinese Style 酒樓飯店",https://www.canadayp.ca/scarborough/local-business/maple-yip-seafood-陸羽海鮮酒家
MARY HUANG黃九妹中醫針灸診所,416-828-3116,,,"Chinese Medicine Practitioners 中醫診所, Acupressure 推拿足療, Acupuncture 針灸治療",https://www.canadayp.ca/scarborough/local-business/mary-huang黃九妹中醫針灸診所
Medical Aesthetics & 藝術紋繡醫美機構,647-200-3198,,,"Beauty Products 美容化妝, Beauty Salon 美容院",https://www.canadayp.ca/scarborough/local-business/medical-aesthetics-藝術紋繡醫美機構
Metro Golf Dome,416-321-9331,,,Golf 高爾夫,https://www.canadayp.ca/scarborough/local-business/metro-golf-dome
MF傢俱,416-889-6615,,,Furniture 傢俱,https://www.canadayp.ca/scarborough/local-business/mf傢俱
Milliken Bridlewood Animal Clinic,416-292-7804,,,Veterinarians 獸醫,https://www.canadayp.ca/scarborough/local-business/milliken-bridlewood-animal-clinic
Musicademy,416-431-1873,,,Extra Curricular Activities 課外活動,https://www.canadayp.ca/scarborough/local-business/musicademy
Nakamori,416-265-7111,,,"Japanese Restaurants 日本餐館, Restaurants Japanese 日本餐館",https://www.canadayp.ca/scarborough/local-business/nakamori
Nissan Agincourt,416-291-1188,,,"Car Dealer 汽車經銷商, Car Leasing 汽車租賃",https://www.canadayp.ca/scarborough/local-business/nissan-agincourt
Nissan Scarborough,416-751-3511,,,"Car Dealer 汽車經銷商, Car Leasing 汽車租賃",https://www.canadayp.ca/scarborough/local-business/nissan-scarborough
Ontario Newspaper Services,416-285-2070,,,Newspaper 報社出版,https://www.canadayp.ca/scarborough/local-business/ontario-newspaper-services
Operation Springboard,416-849-4421,,,Community Organization 社區團體,https://www.canadayp.ca/scarborough/local-business/operation-springboard
Ox Land Restaurant 牛欄小炒,416-754-8881,,,"Chinese Restaurants 酒樓飯店, Restaurants Chinese Style 酒樓飯店",https://www.canadayp.ca/scarborough/local-business/ox-land-restaurant-牛欄小炒
P & D Orthotics-Prosthetics Inc,416-754-2085,,,Dentist 牙醫診所,https://www.canadayp.ca/scarborough/local-business/p-d-orthotics-prosthetics-inc
Pearl Associates,416-494-5992,,,Health Food 保健食品,https://www.canadayp.ca/scarborough/local-business/pearl-associates
Pegasus Mortgage & Finance - Richard Ma,647-331-9888,,,"Loan services 貸款財務, Banking Services 銀行金融",https://www.canadayp.ca/scarborough/local-business/pegasus-mortgage-finance-richard-ma
Pepper Wireless Solutions Inc,416-321-3436,,,"Telecommunications Equipments 電訊設備, Telecommunications Agents 電訊代理",https://www.canadayp.ca/scarborough/local-business/pepper-wireless-solutions-inc
Pharma Plus Drugmarts,416-291-0402,,,Phamacy 西藥店,https://www.canadayp.ca/scarborough/local-business/pharma-plus-drugmarts
Phoenix Pan Asian Cuisine,416-849-8976,,,"Chinese Restaurants 酒樓飯店, Restaurants Chinese Style 酒樓飯店",https://www.canadayp.ca/scarborough/local-business/phoenix-pan-asian-cuisine
Pizza Hut,416-292-9200,,,Pizza Restaurants 薄餅店,https://www.canadayp.ca/scarborough/local-business/pizza-hut
Pizza Hut,416-292-1447,,,Pizza Restaurants 薄餅店,https://www.canadayp.ca/scarborough/local-business/pizza-hut-16012
Pizza Hut,(416) 693-4545,,,Pizza Restaurants 薄餅店,https://www.canadayp.ca/scarborough/local-business/pizza-hut-16030
Play It Again Sports,416-690-0666,,,Sports Accessories 運動用品,https://www.canadayp.ca/scarborough/local-business/play-it-again-sports
Powertron 家居店鋪防盜報警係統,416-564-0030,,,"Security (Commercial) 保安設備 (商業), Security (Household) 保安設備 (家居), Locksmith 門鎖開鎖",https://www.canadayp.ca/scarborough/local-business/powertron-家居店鋪防盜報警係統
Rachel Modeling 模特藝術培訓中心,416-899-1382,,,Extra Curricular Activities 課外活動,https://www.canadayp.ca/scarborough/local-business/rachel-modeling-模特藝術培訓中心
Radio Plus,416-292-8700,,,Electronics Equipment 家電設備,https://www.canadayp.ca/scarborough/local-business/radio-plus
Ray's Car Audio & Security,416-297-8641,,,Tires and Accessories 汽車輪胎及配件,https://www.canadayp.ca/scarborough/local-business/rays-car-audio-security
RBC Life Insurance Co,416-289-8779,,,Insurance 保險公司,https://www.canadayp.ca/scarborough/local-business/rbc-life-insurance-co
Red Lobster (Scarborough),416-491-2507,,,"Restaurant Western 西式餐館, Western Restaurant 西式餐館",https://www.canadayp.ca/scarborough/local-business/red-lobster-28scarborough29
Reginos Pizza,(416) 321-5444,,,Pizza Restaurants 薄餅店,https://www.canadayp.ca/scarborough/local-business/reginos-pizza
Richmond Hill,416-609-3203,,,Signs 招牌,https://www.canadayp.ca/scarborough/local-business/richmond-hill
Roger R. James Insurance Brokers Ltd,416-292-6767,,,Insurance 保險公司,https://www.canadayp.ca/scarborough/local-business/roger-r-james-insurance-brokers-ltd
Rogers Television,416-290-6233,,,Television Broadcasting 電視台,https://www.canadayp.ca/scarborough/local-business/rogers-television
Rouge Valley Health System,416-284-8131,,,Senior Services 長者服務,https://www.canadayp.ca/scarborough/local-business/rouge-valley-health-system
RS Regal Shutters,416-292-5600,,,Curtains and Blinds 窗簾及百葉簾,https://www.canadayp.ca/scarborough/local-business/rs-regal-shutters
SA國際教育學校,416-298-7323,,,College 學院,https://www.canadayp.ca/scarborough/local-business/sa國際教育學校
Scarborough Funeral Centre,416-289-2558,,,Funeral Services 殯儀墓園,https://www.canadayp.ca/scarborough/local-business/scarborough-funeral-centre
Seager Hair Transplant Centre,416-287-3733,,,Family Doctors 家庭醫生,https://www.canadayp.ca/scarborough/local-business/seager-hair-transplant-centre
Sheppard Avenue East Dental Office,416-291-2225,,,Dentist 牙醫診所,https://www.canadayp.ca/scarborough/local-business/sheppard-avenue-east-dental-office
Sheppard Pearl Waterproofing,416-677-0888,,,Roofing 屋頂,https://www.canadayp.ca/scarborough/local-business/sheppard-pearl-waterproofing
Shoppers Drug Mart,416-292-6602,,,Phamacy 西藥店,https://www.canadayp.ca/scarborough/local-business/shoppers-drug-mart
Sino 翻譯服務公司,416-292-6451,,,Translation 翻譯服務,https://www.canadayp.ca/scarborough/local-business/sino-翻譯服務公司
Soho 卡拉OK,416-297-1889,,,Karaoke 卡拉OK,https://www.canadayp.ca/scarborough/local-business/soho-卡拉ok
Sound City Electronics,416-291-5524,,,Electronics Equipment 家電設備,https://www.canadayp.ca/scarborough/local-business/sound-city-electronics
Southern NT Ltd,416-439-2666,,,"Computer Set Up 電腦裝配, Computer Stores 電腦零售, Computer Repair 電腦維修, Computer Assessories Stores 電腦配件",https://www.canadayp.ca/scarborough/local-business/southern-nt-ltd
Speed Fastening Systems Inc,416-321-8220,,,"Renovations 裝修, Renovations Design 裝修設計工程",https://www.canadayp.ca/scarborough/local-business/speed-fastening-systems-inc
Speedy Auto & Window Glass,416-755-1133,,,"Car Repair 汽車維修, Glass 玻璃門窗, Windows 門窗",https://www.canadayp.ca/scarborough/local-business/speedy-auto-window-glass
Spherion,416-431-6077,,,Employment Agencies 職業介绍所,https://www.canadayp.ca/scarborough/local-business/spherion
Staples Business Depot,416-439-9546,,,Office Equipment and Accessories 辦公室設備,https://www.canadayp.ca/scarborough/local-business/staples-business-depot
Staples Business Depot,416-752-1091,,,Office Equipment and Accessories 辦公室設備,https://www.canadayp.ca/scarborough/local-business/staples-business-depot-12463
State Farm Insurance Companies - Andrew Lau,416-287-6609,,,Insurance 保險公司,https://www.canadayp.ca/scarborough/local-business/state-farm-insurance-companies-andrew-lau
Sunlight Photo Lab,416-292-1238,,,"Film Finishing 沖曬打印, Photo Center 影樓錄影, Photographers 攝影師",https://www.canadayp.ca/scarborough/local-business/sunlight-photo-lab
Sunlite Cleaners,416-269-7854,,,Laundry 洗衣乾衣,https://www.canadayp.ca/scarborough/local-business/sunlite-cleaners
Sunning Auto,416-264-6216,,,Car Repair 汽車維修,https://www.canadayp.ca/scarborough/local-business/sunning-auto
Sunshine Health Centre,416-494-8188,,,"Acupressure 推拿足療, Acupuncture 針灸治療",https://www.canadayp.ca/scarborough/local-business/sunshine-health-centre
Suzuki,416-261-7219,,,"Car Dealer 汽車經銷商, Car Leasing 汽車租賃",https://www.canadayp.ca/scarborough/local-business/suzuki
Tele City Electronics,416-757-3504,,,Electronics Equipment 家電設備,https://www.canadayp.ca/scarborough/local-business/tele-city-electronics
Teriyaki Experience,416-759-4495,,,Fast Food 快餐店,https://www.canadayp.ca/scarborough/local-business/teriyaki-experience
Terry Cain Collision Inc,905-421-8902,,,Car Repair 汽車維修,https://www.canadayp.ca/scarborough/local-business/terry-cain-collision-inc
The Bay,416-296-0555,,,Department Stores 百貨公司,https://www.canadayp.ca/scarborough/local-business/the-bay
The Captain's Boil (Scarborough),416-297-5533,,,"Chinese Restaurants 酒樓飯店, Restaurants Chinese Style 酒樓飯店",https://www.canadayp.ca/scarborough/local-business/the-captains-boil-28scarborough29
The Real McCoy Burgers & Pizza,(416) 439-6804,,,Pizza Restaurants 薄餅店,https://www.canadayp.ca/scarborough/local-business/the-real-mccoy-burgers-pizza
The Teresa Clinic,416-447-0257,,,Dentist 牙醫診所,https://www.canadayp.ca/scarborough/local-business/the-teresa-clinic
Thermo-bilt Windows & Doors,416-756-0798,,,"Doors 門窗玻璃, Windows 門窗",https://www.canadayp.ca/scarborough/local-business/thermo-bilt-windows-doors
Thermo World Window,416-288-8927,,,Windows 門窗,https://www.canadayp.ca/scarborough/local-business/thermo-world-window
Tons Of Tools Inc,416-615-0294,,,Hardware Tools 五金工具,https://www.canadayp.ca/scarborough/local-business/tons-of-tools-inc
Tower Coffiure,416-293-2762,,,"Beauty Products 美容化妝, Beauty Salon 美容院",https://www.canadayp.ca/scarborough/local-business/tower-coffiure
Toyota,416-839-4892,,,"Car Dealer 汽車經銷商, Car Leasing 汽車租賃",https://www.canadayp.ca/scarborough/local-business/toyota
Travelodge,416-299-9500,,,Hotels and Inn 酒店賓館,https://www.canadayp.ca/scarborough/local-business/travelodge
U Computers,416-293-9933,,,"Computer Set Up 電腦裝配, Computer Stores 電腦零售, Computer Repair 電腦維修, Computer Assessories Stores 電腦配件",https://www.canadayp.ca/scarborough/local-business/u-computers
Uthayan Publishers,416-752-1524,,,Newspaper 報社出版,https://www.canadayp.ca/scarborough/local-business/uthayan-publishers
Venture Computers of Canada,416-299-9877,,,"Computer Set Up 電腦裝配, Computer Stores 電腦零售, Computer Repair 電腦維修, Computer Assessories Stores 電腦配件",https://www.canadayp.ca/scarborough/local-business/venture-computers-of-canada
Victory Enterprises,416-261-9099,,,Newspaper 報社出版,https://www.canadayp.ca/scarborough/local-business/victory-enterprises
Wal-Mart,416-281-2929,,,Department Stores 百貨公司,https://www.canadayp.ca/scarborough/local-business/wal-mart-11972
Walk-in clinic 男女家庭医生,416-321-3228,,,Family Doctors 家庭醫生,https://www.canadayp.ca/scarborough/local-business/walk-in-clinic-男女家庭医生
Warehoused Plastic Sales,1-800-268-6784,,,Plastic 塑膠製品,https://www.canadayp.ca/scarborough/local-business/warehoused-plastic-sales
Wee Watch Private Home Day Care,416-283-6470,,,"Child Care Services 兒童看護, Baby Sitting 托兒服務",https://www.canadayp.ca/scarborough/local-business/wee-watch-private-home-day-care
Xogo Inc,416-297-6800,,,Boutiques 時裝店,https://www.canadayp.ca/scarborough/local-business/xogo-inc
Zoex Computer Inc,416-836-6888,,,"Computer Set Up 電腦裝配, Computer Stores 電腦零售, Computer Repair 電腦維修, Computer Assessories Stores 電腦配件",https://www.canadayp.ca/scarborough/local-business/zoex-computer-inc
一家樓川粵菜館,416-321-3088,,,"Chinese Restaurants 酒樓飯店, Cantonese Restaurants 廣東菜, Restaurants Chinese Style 酒樓飯店, Restaurants Cantonese 廣東菜",https://www.canadayp.ca/scarborough/local-business/一家樓川粵菜館
一條龍鐳射影碟錄影帶中心,416-754-8767,,,Video Shop 影視店,https://www.canadayp.ca/scarborough/local-business/一條龍鐳射影碟錄影帶中心
一線牽旅遊,416-321-3838,,,Travel Agencies 旅行社,https://www.canadayp.ca/scarborough/local-business/一線牽旅遊
丁潔牙醫,416-298-0907,,,Dentist 牙醫診所,https://www.canadayp.ca/scarborough/local-business/丁潔牙醫
丁繼敏中醫針灸師,416-293-3988,,,"Chinese Medicine Practitioners 中醫診所, Acupressure 推拿足療, Acupuncture 針灸治療",https://www.canadayp.ca/scarborough/local-business/丁繼敏中醫針灸師
丁麗 投資顧問,416-494-4246,,,Financial Consultant 理財顧問,https://www.canadayp.ca/scarborough/local-business/丁麗-投資顧問
三九醫療中心,416-293-9905,,,Chinese Medicine Practitioners 中醫診所,https://www.canadayp.ca/scarborough/local-business/三九醫療中心
三井公司,416-498-5637,,,Boutiques 時裝店,https://www.canadayp.ca/scarborough/local-business/三井公司
三利餐館用具公司,416-298-6631,,,Kitchenware 廚具爐頭,https://www.canadayp.ca/scarborough/local-business/三利餐館用具公司
三味燒臘,416-321-2006,,,"Chinese Restaurants 酒樓飯店, Restaurants Chinese Style 酒樓飯店, Chinese Barbecue 燒味飯店",https://www.canadayp.ca/scarborough/local-business/三味燒臘
三和魚翅海鮮酒家,416-502-2888,,,"Chinese Restaurants 酒樓飯店, Restaurants Chinese Style 酒樓飯店",https://www.canadayp.ca/scarborough/local-business/三和魚翅海鮮酒家
"中加, 移民, 留學, 法律服務中心",416-431-3546,,,Lawyers 法律公證,https://www.canadayp.ca/scarborough/local-business/中加-移民-留學-法律服務中心
